Property_ID,Title,City,Locality,Property_Type,Price_USD,Area_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Date,Status,Demand_Score,Customer_Rating
PROP-13146,Residential plot of 9993 sqft in South Austin,ATX,South Austin,Plot,4054885.2013084716,9993,,,,2025-10-31,Active,9,
PROP-11310,Residential plot of 7893 sqft in Loop,chicago,Loop,Plot,2754950.057574325,7893,,,,2025-04-16,Pending,9,4.9
PROP-11611,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,commercial,8816330.261319423,14640,,3.0,1980.0,2025-02-04,Sold,5,3.6
PROP-12044,Residential plot of 9500 sqft in Queens,N.Y.,Queens,plot,12099837.00148013,9500,,,,2024-11-25,Sold,10,5.0
PROP-10911,Commercial Space / Office in Brickell,MIAMI,Brickell,Office,12615328.972550903,20469 sqft,,2.0,1995.0,2025-11-29,Pending,10,4.3
PROP-12728,3 BHK Villa for sale in Marina,SF,Marina,Villa,4672207.067598735,4035,3.0,5.0,1990.0,2024-03-07,Active,7,4.8
PROP-12550,Residential plot of 9870 sqft in South Beach,MIAMI,South Beach,Land,5177386.457062699,9870,,,,2024-03-13,Sold,4,3.9
PROP-12406,1 BHK Apartment for sale in Marina,San Francisco,Marina,Apt,3025373.6160563803,2460,1.0,3.0,1974.0,2025-06-19,Pending,5,4.7
PROP-11515,Commercial Space / Office in River North,CHICAGO,River North,commercial,"$1,256,664",3427,,5.0,1984.0,2024-02-23,Active,3,4.7
PROP-13431,Residential plot of 2480 sqft in Marina,san francisco,Marina,Plot,3043548.3090296322,2480,,,,2024-12-10,Sold,6,
PROP-10899,Residential plot of 1664 sqft in Brickell,miami,Brickell,Land,1104620.8510865427,1664,,,,2024-06-17,Active,1,3.0
PROP-12735,4 BHK Villa for sale in Pacific Heights,SF,Pacific Heights,Villa,12406122.025112458,5582,4.0,4.0,2000.0,2024-10-10,Sold,4,4.4
PROP-12182,Residential plot of 5872 sqft in Little Havana,MIA,Little Havana,plot,3085854.425236233,5872,,,,22/07/2024,Pending,2,3.9
PROP-10471,Commercial Space / Office in Queens,NY,Queens,commercial,19740092.968077127,16424,,9.0,1987.0,2025-03-19,Pending,1,4.5
PROP-10967,3 BHK Apartment for sale in South Beach,MIA,South Beach,Apartment,470421.7371902876,682,3.0,1.0,1947.0,2024-04-25,Sold,6,3.7
PROP-10459,Commercial Space / Office in West Lake Hills,austin,West Lake Hills,commercial,4485921.852180961,6884,,8.0,1989.0,2025-11-05,Sold,2,3.8
PROP-12181,Residential plot of 9435 sqft in South Beach,Miami,South Beach,Land,5991546.216298999,9435,,,,2024-07-06,Sold,5,4.0
PROP-10608,3 BHK Apartment for sale in Little Havana,MIAMI,Little Havana,apartment,315549.2159148612,624,3.0,2.0,1922.0,2024-12-27,Active,10,4.1
PROP-12238,Residential plot of 7624 sqft in Coral Gables,Miami,Coral Gables,plot,7168591 USD,7624,,,,2025-03-25,Active,3,3.1
PROP-10815,2 BHK Apartment for sale in South Beach,Miami,South Beach,APT,1412951.261127716,2173,,3.0,1935.0,2025-07-20,Sold,5,3.3
PROP-10209,Residential plot of 1824 sqft in Hyde Park,chicago,Hyde Park,Land,511781.6845603749,1824,,,,2025-07-17,Pending,4,3.2
PROP-11961,Residential plot of 3096 sqft in Marina,SF,Marina,land,3410631.5516657396,3096,,,,2025-05-28,Pending,2,4.1
PROP-10896,5 BHK Villa for sale in Loop,CHI,Loop,VILLA,1288785.7294548277,3568,5.0,3.0,2013.0,2024-11-29,Sold,6,
PROP-10795,3 BHK Apartment for sale in SOMA,san francisco,SOMA,Apt,1817116.7039824876,1516,3.0,3.0,1975.0,21/06/2025,Pending,10,4.5
PROP-11719,3 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,3865205.839564348,3155,3.0,3.0,2012.0,2024-08-17,Pending,10,4.6
PROP-12485,Residential plot of 8855 sqft in SOMA,san francisco,SOMA,land,11348666.344265796,8855,,,,2024-03-22,Pending,8,3.7
PROP-11773,Commercial Space / Office in Pacific Heights,SAN FRANCISCO,Pacific Heights,COMMERCIAL,15635828.995086359,6793,,3.0,1971.0,2024-12-30,Active,9,4.0
PROP-13373,Residential plot of 8401 sqft in Manhattan,NY,Manhattan,land,14240763.758142496,8401 sqft,,,,2024-04-28,Active,3,3.2
PROP-10251,4 BHK Villa for sale in Hyde Park,CHI,Hyde Park,VILLA,878131.6074564393,2874,4.0,2.0,1997.0,2025-07-22,Pending,4,3.3
PROP-11209,Commercial Space / Office in Little Havana,MIA,Little Havana,commercial,,9550,,9.0,1998.0,2025-01-18,Pending,3,3.3
PROP-12744,1 BHK Apartment for sale in Mission District,san francisco,Mission District,Apt,2377037.3201543954,1873,1.0,2.0,2005.0,2024/06/17,Active,9,4.5
PROP-11517,5 BHK Villa for sale in East Austin,austin,East Austin,VILLA,1597891.4085938428,4174,5.0,2.0,2017.0,2024-05-04,Sold,1,4.9
PROP-12995,Commercial Space / Office in Coral Gables,MIAMI,Coral Gables,Office,4253217 USD,4333,,9.0,1989.0,2025-11-12,Pending,10,4.6
PROP-13131,Residential plot of 3525 sqft in Coral Gables,MIAMI,Coral Gables,Plot,3065436.983358468,3525,,,,2025-09-02,Pending,1,3.7
PROP-11251,6 BHK Villa for sale in SOMA,SAN FRANCISCO,SOMA,Villa,9146963.321236193,5768,6.0,5.0,2018.0,2024-04-14,Pending,10,4.4
PROP-11128,Residential plot of 6163 sqft in Brickell,MIA,Brickell,plot,3530912.8172028167,6163,,,,2024-09-06,Active,10,4.5
PROP-12948,4 BHK Villa for sale in Bronx,New York,Bronx,VILLA,4614768.0891793175,4669,4.0,3.0,2011.0,2024-01-02,Active,5,4.8
PROP-11311,Commercial Space / Office in Loop,CHI,Loop,commercial,1653200.3463162358,4327,,4.0,2013.0,2024-08-11,Pending,6,4.3
PROP-11593,Residential plot of 1887 sqft in Queens,NEW YORK,Queens,land,2470894.1343903253,1887,,,,2024-09-30,Sold,1,3.5
PROP-12817,Residential plot of 9244 sqft in Mission District,SF,Mission District,Land,"$12,718,870",9244,,,,07/05/2024,Active,3,3.0
PROP-12526,Residential plot of 5764 sqft in Hyde Park,CHI,Hyde Park,Plot,1600682.283906163,5764,,,,2024-08-28,Sold,5,3.9
PROP-10057,6 BHK Villa for sale in Loop,Chicago,Loop,VILLA,1070959.9652226488,2911,6.0,5.0,2003.0,2025-07-07,Sold,3,4.8
PROP-11699,3 BHK Villa for sale in South Beach,MIA,South Beach,VILLA,3038463.5671099,5799,3.0,5.0,2006.0,2024-11-01,Sold,8,4.0
PROP-11322,5 BHK Villa for sale in Brooklyn,new york,Brooklyn,VILLA,4841970.7256165985,3603,5.0,2.0,1984.0,2024-08-01,Pending,9,4.4
PROP-10176,Residential plot of 3872 sqft in Hyde Park,chicago,Hyde Park,plot,1044604.6744066598,3872,,,,2024-10-28,Sold,1,4.9
PROP-13244,6 BHK Villa for sale in River North,CHI,River North,Villa,559850.3227530728,1826,6.0,2.0,2014.0,2024-04-09,Pending,5,4.7
PROP-12303,4 BHK Apartment for sale in Loop,CHICAGO,Loop,APT,669425.8456047449,2148,4.0,2.0,1927.0,2025/01/08,Sold,1,4.4
PROP-13054,1 BHK Apartment for sale in East Austin,ATX,East Austin,APT,262260.7993593619,818,1.0,2.0,1946.0,2024-09-11,Sold,6,4.0
PROP-11267,1 BHK Apartment for sale in Loop,CHICAGO,Loop,Apt,317403.1042694901,984,,2.0,1970.0,2024-01-09,Active,9,4.1
PROP-12056,2 BHK Apartment for sale in South Beach,MIA,South Beach,Apt,391455.33989185555,598,2.0,1.0,2014.0,2024-08-24,Pending,7,3.6
PROP-10292,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,commercial,3240554.1924380516,13408,,10.0,1984.0,2024/06/23,Sold,3,3.3
PROP-11142,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,commercial,10504505.130372241,13772,,6.0,2015.0,2025-02-20,Active,6,3.2
PROP-12375,Residential plot of 1166 sqft in Lincoln Park,chicago,Lincoln Park,Plot,595635.1660013238,1166,,,,04/10/2025,Sold,2,3.0
PROP-11985,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Office,"$6,666,112",7266,,8.0,1990.0,12/09/2025,Active,2,4.6
PROP-13338,1 BHK Apartment for sale in South Austin,austin,South Austin,apartment,929848.4009874291,1875,1.0,1.0,2015.0,2024-11-29,Pending,5,4.3
PROP-12021,Residential plot of 2271 sqft in Queens,New York,Queens,plot,2813769.8506814935,2271,,,,2024-10-14,Active,6,3.1
PROP-10183,Commercial Space / Office in Hyde Park,chicago,Hyde Park,Commercial,2504229.8059480404,9627,,9.0,1989.0,2024-10-02,Active,2,3.2
PROP-11170,Residential plot of 1281 sqft in South Austin,AUSTIN,South Austin,plot,Contact Agent,1281,,,,2025-11-06,Pending,2,4.5
PROP-12597,Residential plot of 1266 sqft in South Austin,Austin,South Austin,plot,606093 USD,1266 SQFT,,,,2025-02-28,Pending,2,3.3
PROP-10272,Residential plot of 7997 sqft in Marina,San Francisco,Marina,land,9985285.077463701,7997,,,,2024-06-19,Sold,7,4.0
PROP-12042,3 BHK Villa for sale in Little Havana,miami,Little Havana,Villa,1433622.0007516306,3214,3.0,5.0,1985.0,2025-09-23,Active,6,3.1
PROP-13427,Residential plot of 7820 sqft in East Austin,AUSTIN,East Austin,plot,3237202.1386190676,0,,,,2024-08-15,Sold,4,
PROP-12105,Residential plot of 3267 sqft in Brickell,miami,Brickell,Land,1830177.8459621856,3267,,,,2024-11-24,Pending,2,3.6
PROP-12740,Residential plot of 6275 sqft in Lincoln Park,Chicago,Lincoln Park,Land,2925287.949974279,6275,,,,2025-05-08,Sold,10,4.6
PROP-12381,Residential plot of 7589 sqft in Bronx,New York,Bronx,Plot,8231037.858337657,7589,,,,2025-01-29,Active,8,3.8
PROP-11086,6 BHK Villa for sale in Marina,SF,Marina,Villa,4455184.994170867,4393 sqft,6.0,3.0,1997.0,2025-05-24,Active,3,4.8
PROP-13101,4 BHK Apartment for sale in Marina,san francisco,Marina,Apt,2548346.6246574083,2344,4.0,2.0,2015.0,2024-12-31,Pending,5,3.4
PROP-12521,Commercial Space / Office in Brickell,Miami,Brickell,Commercial,621324.2681036913,1070,,2.0,1969.0,2025-04-24,Pending,8,3.7
PROP-11394,Residential plot of 7414 sqft in Manhattan,New York,Manhattan,Land,"$11,782,708",7414,,,,2024-12-19,Sold,3,4.1
PROP-12178,3 BHK Villa for sale in Coral Gables,MIA,Coral Gables,Villa,3801310.3048613863,4521,3.0,2.0,2019.0,2024-08-06,Sold,7,3.3
PROP-13275,Residential plot of 6167 sqft in South Beach,miami,South Beach,Land,3647594.8178349305,6167,,,,2024-10-20,Sold,7,4.4
PROP-11256,4 BHK Apartment for sale in SOMA,SAN FRANCISCO,SOMA,Apartment,2341372.811842434,1916,4.0,2.0,1961.0,2025-09-14,Pending,3,5.0
PROP-11735,2 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apt,2753996.4679612643,1817,2.0,1.0,1983.0,2024/08/13,Pending,10,4.3
PROP-12869,4 BHK Villa for sale in Bronx,New York,Bronx,villa,3953321.426735927,3860,4.0,3.0,2011.0,2024-08-10,Pending,3,3.6
PROP-12362,Commercial Space / Office in Hyde Park,CHI,Hyde Park,commercial,1417622.1746291101,4828,,9.0,1992.0,2025-03-13,Active,6,4.8
PROP-12229,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,7713720.702125272,10101 sqft,,4.0,1984.0,2024-03-25,Pending,8,3.2
PROP-13174,2 BHK Apartment for sale in Coral Gables,miami,Coral Gables,Apt,694340.0425323677,747,2.0,2.0,1974.0,28/06/2025,Active,8,3.8
PROP-10613,5 BHK Villa for sale in Lincoln Park,chicago,Lincoln Park,villa,1452839.4967949467,2931,5.0,4.0,2001.0,2024-03-24,Sold,3,
PROP-12541,Residential plot of 1073 sqft in Queens,NY,Queens,plot,1416256.2244867815,1073,,,,2024-04-08,Pending,5,4.0
PROP-12982,4 BHK Apartment for sale in Queens,NY,Queens,apartment,3009537.6927671637,2203,4.0,2.0,1969.0,28/01/2025,Sold,5,3.2
PROP-12669,Residential plot of 2656 sqft in West Lake Hills,Austin,West Lake Hills,Land,2027711.195057944,2656 SQFT,,,,2025/11/10,Sold,10,4.1
PROP-11591,4 BHK Villa for sale in South Beach,miami,South Beach,Villa,Contact Agent,5743,4.0,4.0,2001.0,2025-11-26,Active,6,3.8
PROP-10423,Residential plot of 2395 sqft in Brooklyn,New York,Brooklyn,Plot,2608810.329484538,2395 sqft,,,,2025-09-25,Active,10,4.8
PROP-11748,Residential plot of 9677 sqft in Loop,CHI,Loop,land,3014653.6134142857,9677,,,,2024-04-21,Active,1,3.4
PROP-10732,2 BHK Apartment for sale in Little Havana,MIA,Little Havana,Apartment,527437.3463438788,1192,2.0,2.0,1938.0,2025-05-17,Pending,1,3.7
PROP-12082,4 BHK Villa for sale in Coral Gables,miami,Coral Gables,VILLA,5051377.881812064,5918,4.0,2.0,1984.0,2024-10-10,Pending,8,3.8
PROP-13158,Commercial Space / Office in Bronx,N.Y.,Bronx,commercial,10874143.166009799,10170,,10.0,1962.0,2025-09-20,Active,5,4.3
PROP-12863,2 BHK Apartment for sale in SOMA,SAN FRANCISCO,SOMA,Apartment,2239604.120984485,1603,2.0,1.0,2017.0,2025/06/13,Pending,10,
PROP-11344,Commercial Space / Office in Pacific Heights,SF,Pacific Heights,commercial,21748192.129756477,11594,,6.0,2013.0,2025/08/15,Sold,3,3.8
PROP-11291,2 BHK Apartment for sale in Lincoln Park,chicago,Lincoln Park,Apt,379011.2725344104,815 sqft,2.0,2.0,2022.0,2025-07-10,Active,7,3.2
PROP-11690,5 BHK Villa for sale in Coral Gables,miami,Coral Gables,Villa,3409281.9217500594,3788,5.0,5.0,1987.0,2024-08-02,Sold,8,4.4
PROP-12219,Residential plot of 9660 sqft in South Beach,Miami,South Beach,Land,5704807.026226752,9660,,,,2024-08-04,Sold,7,
PROP-10952,3 BHK Villa for sale in West Lake Hills,AUSTIN,West Lake Hills,villa,1866344.6102147289,3233,3.0,3.0,1981.0,2025-03-21,Sold,9,4.4
PROP-12166,Residential plot of 2942 sqft in West Lake Hills,AUSTIN,West Lake Hills,land,1988224.3060539737,2942,,,,2024-01-14,Sold,4,4.2
PROP-11504,Residential plot of 2684 sqft in South Austin,austin,South Austin,plot,1276332.0414677197,2684,,,,2025-01-13,Sold,4,5.0
PROP-11806,4 BHK Villa for sale in Downtown,austin,Downtown,Villa,1556240.8702870207,3112,4.0,3.0,1994.0,2024-11-25,Active,10,4.5
PROP-12441,Residential plot of 7032 sqft in South Austin,Austin,South Austin,Land,3026872.345944858,7032,,,,2025/07/27,Active,3,4.3
PROP-11121,6 BHK Villa for sale in SOMA,SF,SOMA,VILLA,"$6,238,985",3904 SQFT,6.0,5.0,1996.0,2024-12-15,Sold,10,4.0
PROP-11866,Commercial Space / Office in Mission District,San Francisco,Mission District,Commercial,26971220.65236101,17561,,3.0,2007.0,2024-02-14,Active,3,4.2
PROP-13319,Commercial Space / Office in Pacific Heights,SAN FRANCISCO,Pacific Heights,Commercial,44638065.29228404,0,,2.0,1986.0,2025-07-14,Sold,3,3.4
PROP-13014,4 BHK Apartment for sale in Coral Gables,MIAMI,Coral Gables,Apartment,1079278.7871972832,1277,4.0,1.0,1993.0,2025-06-21,Active,7,3.3
PROP-13194,Residential plot of 7521 sqft in Mission District,San Francisco,Mission District,Land,9702296.18843276,7521,,,,2024-04-14,Pending,7,3.1
PROP-12726,Residential plot of 4711 sqft in Loop,CHICAGO,Loop,plot,1625440 USD,4711,,,,2024-01-21,Sold,4,3.8
PROP-10416,3 BHK Apartment for sale in South Austin,Austin,South Austin,APT,512644.45122534625,994 SQFT,3.0,3.0,1974.0,2024-04-23,Pending,5,4.3
PROP-11715,4 BHK Apartment for sale in Mission District,san francisco,Mission District,apartment,2033913 USD,1469,4.0,3.0,1953.0,2024-01-27,Sold,3,3.6
PROP-10564,Residential plot of 2306 sqft in East Austin,AUSTIN,East Austin,land,844218.8097537452,2306,,,,2024-11-16,Active,7,3.6
PROP-11224,Residential plot of 1817 sqft in Marina,San Francisco,Marina,land,1915822.08872669,1817,,,,2025-10-25,Sold,2,3.6
PROP-10142,Residential plot of 8496 sqft in Brickell,MIAMI,Brickell,plot,4507229.05759999,8496,,,,17/11/2025,Sold,6,4.2
PROP-11490,Residential plot of 7133 sqft in Bronx,NY,Bronx,land,7080382.787606255,7133,,,,2025-12-01,Active,5,4.7
PROP-12318,3 BHK Villa for sale in Little Havana,MIAMI,Little Havana,VILLA,1806003.3226581418,4107,,4.0,2011.0,2025-11-12,Active,1,3.6
PROP-12582,2 BHK Apartment for sale in Bronx,New York,Bronx,Apt,855671.0883334848,1003,2.0,2.0,1927.0,2024/07/11,Sold,6,3.8
PROP-12004,Commercial Space / Office in Queens,new york,Queens,COMMERCIAL,9957136.787785793,8012,,2.0,1971.0,2025-04-28,Active,4,
PROP-11194,1 BHK Apartment for sale in Little Havana,miami,Little Havana,APT,351444.69925843127,859,1.0,2.0,1994.0,21/08/2025,Active,3,3.1
PROP-12289,Residential plot of 4038 sqft in South Beach,MIA,South Beach,Land,2083813.6528629113,4038,,,,2024-11-18,Sold,8,4.8
PROP-11756,Commercial Space / Office in Lincoln Park,chicago,Lincoln Park,commercial,3877520.24204566,8179,,9.0,2003.0,2024-12-11,Active,2,3.1
PROP-10497,Residential plot of 3105 sqft in SOMA,san francisco,SOMA,Land,4645775.053670689,3105,,,,2025-03-08,Pending,7,3.8
PROP-12288,3 BHK Apartment for sale in Queens,NY,Queens,apartment,1205424.1443758334,1142,3.0,1.0,1988.0,2025-09-10,Pending,9,4.9
PROP-10870,1 BHK Apartment for sale in South Beach,miami,South Beach,APT,897393.5065129045,1575,1.0,2.0,1953.0,19/05/2024,Active,9,4.8
PROP-13381,4 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2401008.358015966,4020,4.0,2.0,1985.0,2025-01-09,Pending,3,4.0
PROP-10721,5 BHK Villa for sale in Little Havana,MIAMI,Little Havana,VILLA,2479472.2582018855,4586,5.0,5.0,1988.0,16/04/2024,Sold,5,4.2
PROP-10886,Residential plot of 3194 sqft in Brickell,MIA,Brickell,Land,2138252.3963245284,3194,,,,2024-03-19,Active,2,4.7
PROP-11724,Commercial Space / Office in SOMA,San Francisco,SOMA,commercial,7480604.323190823,4855,,8.0,1961.0,2025-11-09,Sold,10,4.1
PROP-11496,Commercial Space / Office in River North,Chicago,River North,Office,8552395.740533007,22919,,2.0,1977.0,2025-08-20,Sold,7,4.1
PROP-12407,6 BHK Villa for sale in Lincoln Park,CHICAGO,Lincoln Park,Villa,3085422.973081024,5152,6.0,2.0,2015.0,2024-12-16,Sold,6,4.1
PROP-11520,Commercial Space / Office in River North,CHI,River North,Commercial,6966777.552587603,21015,,8.0,1977.0,2025-07-18,Pending,5,4.1
PROP-10780,3 BHK Apartment for sale in Manhattan,N.Y.,Manhattan,Apartment,4317841.53176512,2439,3.0,1.0,1958.0,2025/08/04,Active,3,3.7
PROP-12713,Commercial Space / Office in Brickell,miami,Brickell,commercial,9969511.849125754,15338,,4.0,1977.0,03/12/2024,Active,8,3.7
PROP-13445,Residential plot of 8235 sqft in East Austin,AUSTIN,East Austin,Plot,3195554.7241391526,8235,,,,2024-08-25,Active,1,3.1
PROP-12674,5 BHK Villa for sale in South Beach,MIA,South Beach,villa,1652756.5607072765,3048,5.0,5.0,2011.0,2024-01-27,Pending,5,3.9
PROP-10327,Commercial Space / Office in Brooklyn,New York,Brooklyn,Office,6844950.166308179,4971,,10.0,2019.0,2024-12-07,Pending,1,4.3
PROP-10108,Residential plot of 2465 sqft in Pacific Heights,SAN FRANCISCO,Pacific Heights,Plot,5413012.31340431,2465,,,,2024-08-25,Sold,1,4.8
PROP-11754,Residential plot of 8089 sqft in Bronx,new york,Bronx,Plot,7800245.751951058,8089,,,,2024-05-30,Pending,8,3.8
PROP-12033,3 BHK Villa for sale in Bronx,NY,Bronx,Villa,4073407.993049062,4013,3.0,2.0,1996.0,2024-05-16,Pending,4,3.5
PROP-11351,Commercial Space / Office in South Beach,miami,South Beach,Commercial,2156941.9596222066,3616,,7.0,2010.0,2024-03-29,Active,6,4.8
PROP-11996,Residential plot of 1751 sqft in Mission District,SF,Mission District,Plot,2086525.2488929043,1751,,,,09/10/2024,Active,7,3.5
PROP-10910,3 BHK Apartment for sale in East Austin,austin,East Austin,Apt,646730.6140055945,0,3.0,1.0,2019.0,2025/04/03,Sold,5,3.8
PROP-12946,Commercial Space / Office in Hyde Park,chicago,Hyde Park,Office,4996533.811006677,17486,,4.0,1961.0,2025-07-15,Active,3,3.3
PROP-11973,5 BHK Villa for sale in Downtown,AUSTIN,Downtown,villa,2324550.8582750387,5944,5.0,3.0,2020.0,2024-04-21,Sold,10,4.2
PROP-10336,4 BHK Villa for sale in Hyde Park,CHI,Hyde Park,VILLA,1148873 USD,4468,4.0,2.0,2000.0,2024-08-30,Active,7,4.8
PROP-10275,2 BHK Apartment for sale in Brickell,Miami,Brickell,Apt,707420.0026744811,1228,2.0,1.0,1953.0,2025-08-19,Pending,5,3.2
PROP-12890,4 BHK Villa for sale in Little Havana,MIA,Little Havana,Villa,1661814.4583197297,3116 sqft,4.0,5.0,,2025-01-22,Active,6,4.9
PROP-13440,4 BHK Villa for sale in Loop,chicago,Loop,VILLA,1413793.4781758788,4044,4.0,4.0,1989.0,2024-10-26,Sold,4,3.6
PROP-12626,Commercial Space / Office in South Austin,AUSTIN,South Austin,COMMERCIAL,8792141.746059112,19099,,4.0,2008.0,24/07/2025,Pending,1,4.3
PROP-10724,Commercial Space / Office in SOMA,San Francisco,SOMA,COMMERCIAL,5925171.809276536,4434,,5.0,2006.0,2025/10/22,Active,10,4.8
PROP-10765,4 BHK Apartment for sale in Queens,New York,Queens,APT,2082962.7522040436,1945,4.0,3.0,1957.0,2025/06/15,Active,7,4.0
PROP-13056,5 BHK Villa for sale in Manhattan,NY,Manhattan,Villa,"$4,829,507",2480,5.0,4.0,1994.0,2024-10-27,Sold,10,4.9
PROP-11150,1 BHK Apartment for sale in Loop,chicago,Loop,Apartment,601290.746998961,1677,1.0,2.0,1988.0,2024-04-03,Pending,9,5.0
PROP-10307,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,Commercial,8724497.190070972,15928,,6.0,2003.0,2025-04-21,Active,3,4.7
PROP-11278,5 BHK Villa for sale in Marina,san francisco,Marina,Villa,5190235.965521391,5116,5.0,4.0,1982.0,2025/07/28,Pending,4,4.5
PROP-13098,4 BHK Apartment for sale in South Beach,Miami,South Beach,apartment,1060737.6064237917,2010,4.0,2.0,1973.0,06/01/2025,Sold,3,3.9
PROP-12955,2 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,Apt,216501.93213258823,903,2.0,2.0,2001.0,2024-07-13,Sold,2,3.5
PROP-10826,6 BHK Villa for sale in Coral Gables,miami,Coral Gables,Villa,5454568.532542152,5354,6.0,4.0,2001.0,2024-11-03,Sold,7,3.1
PROP-13271,Residential plot of 7863 sqft in Little Havana,Miami,Little Havana,Land,3846597.3791558226,7863,,,,17/01/2025,Sold,5,4.3
PROP-10698,Commercial Space / Office in Marina,San Francisco,Marina,Office,17051591.537307225,14080,,5.0,1973.0,27/08/2025,Active,3,4.0
PROP-11791,3 BHK Apartment for sale in Little Havana,MIA,Little Havana,Apartment,692784.2623707217,1310,3.0,2.0,1940.0,17/05/2025,Pending,1,3.3
PROP-13309,3 BHK Villa for sale in Bronx,NEW YORK,Bronx,VILLA,2354314.8502945513,2873,3.0,5.0,2018.0,2025-05-24,Sold,10,4.7
PROP-12899,Commercial Space / Office in Hyde Park,CHICAGO,Hyde Park,Commercial,5987884.763244909,21388,,4.0,2017.0,2024-02-22,Pending,5,4.0
PROP-11229,Commercial Space / Office in SOMA,SF,SOMA,Office,24273443.313829232,19829,,6.0,2009.0,2024-01-17,Pending,10,4.4
PROP-12053,Residential plot of 7796 sqft in Downtown,austin,Downtown,plot,3575801.482394079,-7796,,,,2024-11-23,Pending,6,4.7
PROP-12446,Residential plot of 2787 sqft in Brickell,MIA,Brickell,land,1489905.760644387,2787,,,,2024-03-03,Pending,5,3.8
PROP-10071,Residential plot of 7626 sqft in Bronx,New York,Bronx,land,7781080.055306311,7626,,,,2025-03-03,Pending,1,4.9
PROP-12304,Residential plot of 7065 sqft in Coral Gables,MIA,Coral Gables,plot,6147606.416887321,7065,,,,2025-10-07,Pending,5,4.9
PROP-13272,6 BHK Villa for sale in Loop,CHICAGO,Loop,Villa,1609024.0523204256,4116,6.0,3.0,1981.0,2025-03-26,Pending,6,4.9
PROP-11260,4 BHK Villa for sale in Marina,SF,Marina,VILLA,2420181.984283559,2126 sqft,4.0,4.0,2014.0,2025/12/01,Sold,1,4.3
PROP-11666,Commercial Space / Office in Mission District,San Francisco,Mission District,Commercial,20867585.56444697,16409,,6.0,1964.0,2024-11-12,Pending,10,4.5
PROP-12812,1 BHK Apartment for sale in Marina,San Francisco,Marina,Apt,790557.3777987548,627,1.0,1.0,1920.0,2024-05-23,Active,3,4.4
PROP-13180,5 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1986842.3058154783,5967,5.0,5.0,2002.0,2025-06-09,Sold,5,3.1
PROP-13468,1 BHK Apartment for sale in Mission District,san francisco,Mission District,Apt,1373870.3400287775,899,1.0,2.0,1928.0,2025-08-28,Pending,4,3.4
PROP-12440,Residential plot of 5137 sqft in West Lake Hills,ATX,West Lake Hills,Plot,3250553.38342207,5137,,,,2024-05-26,Sold,8,3.2
PROP-11445,6 BHK Villa for sale in Manhattan,NEW YORK,Manhattan,VILLA,10318593.98940877,5496 SQFT,6.0,2.0,2008.0,20/12/2024,Sold,10,4.1
PROP-11695,4 BHK Apartment for sale in Brickell,MIA,Brickell,APT,1461997.0928100832,2471,4.0,1.0,2009.0,2025/11/10,Sold,10,4.4
PROP-11095,Residential plot of 6351 sqft in Mission District,San Francisco,Mission District,Plot,"$9,717,268",6351,,,,2024-10-03,Sold,4,4.1
PROP-11574,Residential plot of 3252 sqft in Downtown,ATX,Downtown,land,1533005.9736471123,3252,,,,2024-03-10,Pending,9,4.9
PROP-12043,1 BHK Apartment for sale in Hyde Park,chicago,Hyde Park,Apartment,477007.95797547715,1825,1.0,2.0,1930.0,2024-10-03,Pending,1,4.3
PROP-13496,5 BHK Villa for sale in Coral Gables,Miami,Coral Gables,VILLA,,5177,5.0,4.0,1998.0,2024-05-13,Active,10,4.3
PROP-11630,3 BHK Villa for sale in Queens,New York,Queens,villa,2348427.9211866204,0,3.0,2.0,2022.0,2024-04-23,Sold,1,3.2
PROP-10269,Commercial Space / Office in Little Havana,miami,Little Havana,commercial,9848345.934941104,21088,,6.0,,2024-11-25,Sold,2,3.1
PROP-11881,3 BHK Villa for sale in Marina,San Francisco,Marina,VILLA,5423457.225428921,4937 sqft,3.0,2.0,2015.0,2024-01-21,Active,10,4.8
PROP-11016,Commercial Space / Office in South Beach,Miami,South Beach,Office,11523330.050889209,18940,,2.0,1964.0,2025-03-25,Active,6,5.0
PROP-11612,Commercial Space / Office in Brickell,MIAMI,Brickell,commercial,16477478.851782335,24730,,3.0,1975.0,2024-08-28,Pending,6,3.1
PROP-10978,3 BHK Apartment for sale in Lincoln Park,chicago,Lincoln Park,apartment,463863.7969865887,811,3.0,1.0,,2025/03/14,Pending,8,3.6
PROP-13144,4 BHK Villa for sale in Marina,SAN FRANCISCO,Marina,villa,4481818.8508430375,4048,4.0,4.0,2023.0,2024-06-25,Active,6,4.6
PROP-11252,6 BHK Villa for sale in Queens,NY,Queens,Villa,3111414.6081035463,2497,6.0,4.0,1995.0,2024-01-03,Pending,7,3.2
