Property_ID,Title,City,Locality,Property_Type,Price_USD,Area_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Date,Status,Demand_Score,Customer_Rating,Price_Per_SqFt,Property_Age,Investment_Score
PROP-12016,Commercial Space / Office in Loop,Chicago,Loop,Commercial,7300393.0,24446.0,0,10,1988.0,2025-05-09,Active,1,4.7,298.63,38.0,4.9
PROP-12017,Residential plot of 3928 sqft in South Beach,Miami,South Beach,Plot,2595338.0,3928.0,0,0,1990.0,2024-06-20,Sold,3,3.1,660.73,36.0,4.4
PROP-12018,4 BHK Villa for sale in Downtown,Austin,Downtown,Villa,1886854.67,4669.0,4,5,2004.0,2024-05-31,Active,5,3.2,404.12,22.0,5.6
PROP-12019,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,5958166.62,4326.0,0,3,1985.0,2024-04-23,Pending,10,4.7,1377.29,41.0,8.3
PROP-12020,Commercial Space / Office in Queens,New York,Queens,Commercial,7229133.77,6547.0,0,8,1988.0,2024-01-17,Active,10,4.1,1104.19,38.0,8.1
PROP-12021,Residential plot of 2271 sqft in Queens,New York,Queens,Plot,2813769.85,2271.0,0,0,1988.0,2024-10-14,Active,6,3.1,1239.0,38.0,5.7
PROP-12022,Residential plot of 9018 sqft in Coral Gables,Miami,Coral Gables,Plot,7986132.16,9018.0,0,0,1991.0,2024-08-26,Sold,5,4.2,885.58,35.0,6.1
PROP-12023,Commercial Space / Office in Mission District,San Francisco,Mission District,Commercial,27303436.39,22622.0,0,6,2013.0,2025-06-06,Pending,1,3.2,1206.94,13.0,4.0
PROP-12024,3 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,900855.49,2011.0,3,3,1988.0,2024-04-20,Active,2,4.2,447.96,38.0,5.0
PROP-12025,1 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,584145.94,1527.5,1,2,1990.0,2025-11-21,Sold,7,4.7,382.42,36.0,7.7
PROP-12026,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Commercial,7444660.68,7397.0,0,3,1970.0,2024-09-17,Pending,10,4.6,1006.44,56.0,8.1
PROP-12027,3 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,1190970.75,2042.0,3,2,1990.0,2025-02-15,Pending,4,4.2,583.24,36.0,5.7
PROP-12028,Commercial Space / Office in Brickell,Miami,Brickell,Commercial,7482442.72,11040.0,0,7,1996.0,2025-05-09,Pending,1,3.3,677.76,30.0,3.7
PROP-12029,Commercial Space / Office in South Austin,Austin,South Austin,Commercial,6185639.17,15431.0,0,9,2002.0,2024-07-13,Active,10,4.6,400.86,24.0,8.4
PROP-12030,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,Commercial,8685454.5,16026.0,0,4,1999.0,2024-07-13,Sold,6,4.4,541.96,27.0,6.5
PROP-12031,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,9593249.33,7404.0,0,10,1979.0,2024-10-20,Pending,3,4.4,1295.68,47.0,5.3
PROP-12032,4 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,906642.33,1854.0,4,2,1941.0,2024-06-08,Pending,4,4.7,489.02,85.0,5.8
PROP-12033,3 BHK Villa for sale in Bronx,New York,Bronx,Villa,4073407.99,4013.0,3,2,1996.0,2024-05-16,Pending,4,3.5,1015.05,30.0,5.1
PROP-12034,6 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,2142412.32,4785.0,6,2,1998.0,2025-01-07,Sold,2,4.5,447.74,28.0,5.1
PROP-12035,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,17956936.87,9688.0,0,6,1978.0,2024-12-06,Pending,5,4.5,1853.52,48.0,6.2
PROP-12036,2 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,390326.85,652.0,2,3,1934.0,2025-02-21,Pending,10,4.3,598.66,92.0,8.3
PROP-12038,3 BHK Apartment for sale in Queens,New York,Queens,Apartment,2443047.44,1622.0,3,2,1992.0,2024-08-28,Pending,9,4.3,1506.19,34.0,7.3
PROP-12039,Commercial Space / Office in South Austin,Austin,South Austin,Commercial,4320736.63,11110.0,0,5,2007.0,2025-10-12,Pending,7,3.0,388.91,19.0,6.3
PROP-12040,Commercial Space / Office in River North,Chicago,River North,Commercial,7997498.72,20894.0,0,3,2016.0,2024-03-06,Pending,10,4.6,382.77,10.0,8.1
PROP-12041,2 BHK Apartment for sale in Loop,Chicago,Loop,Apartment,224692.76,720.0,2,2,1920.0,2024-07-14,Active,1,4.8,312.07,106.0,4.9
PROP-12042,3 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,1433622.0,3214.0,3,5,1985.0,2025-09-23,Active,6,3.1,446.06,41.0,5.9
PROP-12043,1 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,Apartment,477007.96,1825.0,1,2,1930.0,2024-10-03,Pending,1,4.3,261.37,96.0,4.6
PROP-12044,Residential plot of 9500 sqft in Queens,New York,Queens,Plot,12099837.0,9500.0,0,0,1988.0,2024-11-25,Sold,10,5.0,1273.67,38.0,8.4
PROP-12045,4 BHK Apartment for sale in Lincoln Park,Chicago,Lincoln Park,Apartment,594535.0,1143.0,4,2,1990.0,2025-09-07,Active,7,3.9,520.15,36.0,6.7
PROP-12046,Residential plot of 5599 sqft in Coral Gables,Miami,Coral Gables,Plot,5518783.91,5599.0,0,0,1991.0,2024-08-23,Active,6,4.9,985.67,35.0,6.7
PROP-12047,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,13717101.47,21231.0,0,8,1973.0,2025-11-23,Pending,1,4.8,646.09,53.0,4.9
PROP-12048,Commercial Space / Office in Coral Gables,Miami,Coral Gables,Commercial,19299265.4,22734.0,0,4,1984.0,2025-11-02,Active,9,4.8,848.92,42.0,8.0
PROP-12049,Commercial Space / Office in Brickell,Miami,Brickell,Commercial,5807320.72,8877.0,0,7,1970.0,2025-10-18,Pending,10,4.8,654.2,56.0,8.3
PROP-12050,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,14711907.82,19354.0,0,7,2006.0,2024-06-07,Active,3,4.9,760.15,20.0,5.5
PROP-12051,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,3916907.15,6567.0,0,4,2014.0,2025-10-11,Sold,7,4.1,596.45,12.0,6.8
PROP-12052,Residential plot of 3329 sqft in Little Havana,Miami,Little Havana,Plot,1387100.0,3329.0,0,0,1994.0,2024-08-17,Pending,5,3.1,416.67,32.0,5.6
PROP-12053,Residential plot of 7796 sqft in Downtown,Austin,Downtown,Plot,3575801.48,5612.0,0,0,1988.0,2024-11-23,Pending,6,4.7,637.17,38.0,6.1
PROP-12054,5 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,1412813.99,3119.0,5,5,1984.0,2025-03-20,Active,5,3.1,452.97,42.0,5.5
PROP-12055,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,13020996.49,7188.0,0,9,1969.0,2025-10-28,Pending,10,4.2,1811.49,57.0,8.0
PROP-12056,2 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,391455.34,598.0,2,1,2014.0,2024-08-24,Pending,7,3.6,654.61,12.0,6.3
PROP-12057,1 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apartment,2164309.64,1465.0,1,3,1940.0,2024-03-09,Active,7,4.0,1477.34,86.0,6.6
PROP-12058,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,11781564.11,11195.0,0,7,1982.0,2025-09-24,Active,5,4.8,1052.4,44.0,6.4
PROP-12059,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,1687341.52,786.0,4,3,1946.0,2025-01-15,Active,9,4.8,2146.74,80.0,7.9
PROP-12060,Residential plot of 1466 sqft in Queens,New York,Queens,Plot,1740469.83,1466.0,0,0,1988.0,2024-05-26,Active,7,3.3,1187.22,38.0,6.3
PROP-12061,Residential plot of 9307 sqft in Queens,New York,Queens,Plot,11093053.42,9307.0,0,0,1988.0,2024-06-09,Pending,5,4.1,1191.9,38.0,6.0
PROP-12062,3 BHK Apartment for sale in River North,Chicago,River North,Apartment,604779.15,1694.0,3,1,1975.0,2025-05-04,Pending,3,4.3,357.01,51.0,5.2
PROP-12063,5 BHK Villa for sale in River North,Chicago,River North,Villa,1206512.5,3280.0,5,2,2017.0,2025-08-26,Pending,10,4.1,367.84,9.0,7.9
PROP-12064,Residential plot of 8087 sqft in East Austin,Austin,East Austin,Plot,2694212.0,8087.0,0,0,1994.0,2024-11-25,Sold,1,3.1,333.15,32.0,3.9
PROP-12065,Residential plot of 5188 sqft in Marina,San Francisco,Marina,Plot,5799596.35,5188.0,0,0,1991.5,2024-01-10,Sold,10,4.5,1117.89,34.5,8.2
PROP-12066,4 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,961944.45,1367.0,4,1,2017.0,2024-12-17,Sold,3,4.8,703.69,9.0,5.5
PROP-12067,Residential plot of 1702 sqft in Bronx,New York,Bronx,Plot,1718681.63,1702.0,0,0,1993.0,2024-04-18,Active,5,3.0,1009.8,33.0,5.2
PROP-12068,Residential plot of 6302 sqft in Bronx,New York,Bronx,Plot,6672514.3,6302.0,0,0,1993.0,2025-05-14,Sold,3,4.4,1058.79,33.0,5.2
PROP-12069,Residential plot of 6817 sqft in Marina,San Francisco,Marina,Plot,8047458.5,6817.0,0,0,1991.5,2025-03-09,Pending,9,4.1,1180.5,34.5,7.5
PROP-12070,3 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,839417.35,1349.0,3,1,1992.0,2024-09-01,Pending,1,3.7,622.25,34.0,4.3
PROP-12071,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,11212839.46,7139.0,0,4,1976.0,2024-03-17,Pending,9,4.1,1570.65,50.0,7.4
PROP-12072,Commercial Space / Office in Little Havana,Miami,Little Havana,Commercial,9134471.61,19135.0,0,6,1993.0,2025-06-03,Pending,4,3.2,477.37,33.0,5.0
PROP-12073,Commercial Space / Office in Queens,New York,Queens,Commercial,8452156.46,6912.0,0,7,2012.0,2024-03-21,Active,4,3.0,1222.82,14.0,4.9
PROP-12074,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,8962081.3,4536.0,0,3,1996.0,2025-03-11,Sold,3,4.2,1975.77,30.0,5.1
PROP-12075,3 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,1131028.39,886.0,3,2,1992.0,2024-12-27,Pending,9,4.3,1276.56,34.0,7.8
PROP-12076,3 BHK Villa for sale in Manhattan,New York,Manhattan,Villa,5877058.81,3464.0,3,3,1988.0,2025-06-20,Pending,7,4.7,1696.61,38.0,7.2
PROP-12077,2 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,374939.79,526.0,2,3,1920.0,2025-03-15,Sold,10,4.7,712.81,106.0,8.3
PROP-12078,6 BHK Villa for sale in Manhattan,New York,Manhattan,Villa,3777393.01,2443.0,6,5,2018.0,2024-08-02,Pending,9,4.4,1546.21,8.0,7.9
PROP-12079,Residential plot of 1166 sqft in Marina,San Francisco,Marina,Plot,1185446.79,1166.0,0,0,1991.5,2025-12-01,Active,3,4.2,1016.68,34.5,5.4
PROP-12080,3 BHK Villa for sale in Marina,San Francisco,Marina,Villa,4073473.38,3421.0,3,3,1989.0,2024-12-17,Sold,8,4.2,1190.73,37.0,7.1
PROP-12081,Commercial Space / Office in Mission District,San Francisco,Mission District,Commercial,29216030.93,19200.0,0,2,1989.0,2024-05-08,Pending,6,3.3,1521.67,37.0,5.7
PROP-12082,4 BHK Villa for sale in Coral Gables,Miami,Coral Gables,Villa,5051377.88,5918.0,4,2,1984.0,2024-10-10,Pending,8,3.8,853.56,42.0,7.0
PROP-12083,3 BHK Villa for sale in Hyde Park,Chicago,Hyde Park,Villa,1294596.52,4968.0,3,4,2022.0,2025-07-31,Active,3,4.1,260.59,4.0,5.2
PROP-12084,Commercial Space / Office in East Austin,Austin,East Austin,Commercial,5595028.0,13946.0,0,3,2006.0,2025-07-09,Pending,6,4.2,401.19,20.0,6.2
PROP-12085,Residential plot of 8267 sqft in South Beach,Miami,South Beach,Plot,4983366.6,8267.0,0,0,1990.0,2024-05-25,Sold,8,4.9,602.8,36.0,7.6
PROP-12086,Residential plot of 3526 sqft in Manhattan,New York,Manhattan,Plot,6607877.65,3526.0,0,0,1991.0,2024-02-01,Active,10,4.7,1874.04,35.0,8.2
PROP-12087,2 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,490703.2,559.0,2,3,2011.0,2025-07-16,Active,3,3.0,877.82,15.0,4.6
PROP-12088,4 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2743126.41,5435.0,4,4,1996.0,2025-01-19,Pending,1,3.9,504.72,30.0,4.3
PROP-12089,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,4333208.42,16673.0,0,2,1980.0,2025-04-06,Active,2,3.8,259.89,46.0,4.7
PROP-12090,5 BHK Villa for sale in West Lake Hills,Austin,West Lake Hills,Villa,1323709.71,2210.0,5,5,2014.0,2024-06-13,Active,3,4.9,598.96,12.0,5.8
PROP-12091,Residential plot of 6011 sqft in Loop,Chicago,Loop,Plot,1797190.28,6011.0,0,0,1991.0,2024-04-02,Pending,2,4.7,298.98,35.0,5.3
PROP-12092,2 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,2898109.82,1423.0,2,3,1984.0,2024-09-20,Sold,6,4.3,2036.62,42.0,6.3
PROP-12093,3 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,431116.68,719.0,3,3,1968.0,2025-06-20,Active,6,4.9,599.61,58.0,6.8
PROP-12094,1 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,4976901.97,2479.0,1,1,2016.0,2024-11-03,Active,10,4.7,2007.62,10.0,8.4
PROP-12095,6 BHK Villa for sale in South Beach,Miami,South Beach,Villa,3627163.87,5467.0,6,5,2004.0,2024-02-07,Pending,5,4.7,663.47,22.0,6.1
PROP-12096,Commercial Space / Office in Downtown,Austin,Downtown,Commercial,7796799.21,18490.0,0,9,1978.0,2025-10-30,Sold,4,4.0,421.68,48.0,5.6
PROP-12097,4 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,2345516.19,4928.0,4,3,1980.0,2024-12-22,Sold,2,4.1,475.96,46.0,4.8
PROP-12098,Commercial Space / Office in Loop,Chicago,Loop,Commercial,4362486.0,14303.0,0,9,1991.0,2024-05-19,Sold,9,4.1,305.0,35.0,7.7
PROP-12099,Residential plot of 6857 sqft in Hyde Park,Chicago,Hyde Park,Plot,1921965.27,6857.0,0,0,1993.0,2024-07-09,Active,4,3.8,280.29,33.0,5.4
PROP-12100,Commercial Space / Office in Brickell,Miami,Brickell,Commercial,8635534.39,13386.0,0,7,1981.0,2025-04-21,Pending,5,4.2,645.12,45.0,5.9
PROP-12101,Commercial Space / Office in East Austin,Austin,East Austin,Commercial,2617403.65,6822.0,0,7,1988.0,2024-10-31,Sold,9,4.9,383.67,38.0,7.9
PROP-12102,Residential plot of 2687 sqft in Manhattan,New York,Manhattan,Plot,5299367.71,2687.0,0,0,1991.0,2024-11-18,Pending,6,4.6,1972.22,35.0,6.5
PROP-12103,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,6535640.46,22266.0,0,7,1963.0,2025-06-28,Sold,9,4.7,293.53,63.0,7.8
PROP-12104,Residential plot of 1845 sqft in Brooklyn,New York,Brooklyn,Plot,2047036.13,1845.0,0,0,1994.0,2025-10-02,Sold,6,3.8,1109.5,32.0,6.3
PROP-12105,Residential plot of 3267 sqft in Brickell,Miami,Brickell,Plot,1830177.85,3267.0,0,0,1995.5,2024-11-24,Pending,2,3.6,560.2,30.5,4.6
PROP-12106,4 BHK Villa for sale in Brickell,Miami,Brickell,Villa,1282539.12,1861.0,4,3,1997.0,2024-05-28,Pending,2,4.3,689.17,29.0,4.7
PROP-12107,Commercial Space / Office in River North,Chicago,River North,Commercial,9663127.85,24702.0,0,4,2020.0,2024-08-08,Active,4,4.4,391.19,6.0,5.6
PROP-12108,4 BHK Villa for sale in Marina,San Francisco,Marina,Villa,3717651.93,3069.0,4,4,1985.0,2024-06-28,Sold,4,3.3,1211.36,41.0,5.0
PROP-12109,3 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,415451.5,1062.0,3,2,1955.0,2025-07-06,Pending,9,4.9,391.2,71.0,8.3
PROP-12110,4 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2827784.1,5937.0,4,5,2010.0,2025-11-14,Sold,1,3.6,476.3,16.0,4.2
PROP-12111,3 BHK Apartment for sale in River North,Chicago,River North,Apartment,273780.15,802.0,3,1,1987.0,2025-07-06,Sold,6,3.8,341.37,39.0,6.2
PROP-12112,3 BHK Apartment for sale in Brickell,Miami,Brickell,Apartment,1214887.79,2242.0,3,3,1976.0,2025-09-04,Sold,5,3.8,541.88,50.0,5.9
PROP-12113,2 BHK Apartment for sale in Queens,New York,Queens,Apartment,1997690.31,1460.0,2,3,1970.0,2024-06-04,Active,4,4.9,1368.28,56.0,5.8
PROP-12114,2 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,Apartment,640044.85,2152.0,2,2,2003.0,2025-11-27,Active,1,4.4,297.42,23.0,4.4
PROP-12115,Residential plot of 2185 sqft in Pacific Heights,San Francisco,Pacific Heights,Plot,4299568.06,2185.0,0,0,1991.0,2024-01-03,Pending,8,4.2,1967.77,35.0,7.3
PROP-12116,3 BHK Apartment for sale in Coral Gables,Miami,Coral Gables,Apartment,1216786.17,1547.0,3,3,1991.0,2025-01-26,Pending,1,4.5,786.55,35.0,4.8
PROP-12117,Residential plot of 4264 sqft in Manhattan,New York,Manhattan,Plot,7700786.88,6041.5,0,0,1991.0,2025-10-11,Sold,9,4.2,1274.65,35.0,8.0
PROP-12118,Residential plot of 4618 sqft in River North,Chicago,River North,Plot,1785221.13,4618.0,0,0,1986.0,2024-05-31,Pending,6,3.1,386.58,40.0,5.6
PROP-12119,Residential plot of 1229 sqft in SOMA,San Francisco,SOMA,Plot,1700425.12,1229.0,0,0,1992.0,2024-03-10,Active,10,4.6,1383.58,34.0,8.3
PROP-12120,Commercial Space / Office in Queens,New York,Queens,Commercial,18907113.36,15565.0,0,3,1976.0,2024-08-27,Sold,4,4.6,1214.72,50.0,5.9
PROP-12121,5 BHK Villa for sale in East Austin,Austin,East Austin,Villa,968321.58,3158.0,5,3,1990.0,2024-07-03,Sold,9,4.8,306.62,36.0,8.2
PROP-12122,4 BHK Apartment for sale in River North,Chicago,River North,Apartment,539989.22,1354.0,4,1,1962.0,2024-12-01,Pending,4,5.0,398.81,64.0,5.9
PROP-12123,4 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,3136673.46,2175.0,4,5,1996.0,2024-06-04,Active,9,5.0,1442.15,30.0,8.0
PROP-12124,Residential plot of 4448 sqft in Marina,San Francisco,Marina,Plot,5125420.0,4448.0,0,0,1991.5,2025-08-29,Sold,9,4.2,1152.3,34.5,7.6
PROP-12125,Residential plot of 5027 sqft in Hyde Park,Chicago,Hyde Park,Plot,1546692.37,5027.0,0,0,1993.0,2025-08-27,Sold,6,4.6,307.68,33.0,6.6
PROP-12126,Residential plot of 6160 sqft in Little Havana,Miami,Little Havana,Plot,2617878.0,6160.0,0,0,1994.0,2024-05-08,Pending,8,3.3,424.98,32.0,6.8
PROP-12127,1 BHK Apartment for sale in West Lake Hills,Austin,West Lake Hills,Apartment,1093926.17,1465.0,1,2,1952.0,2024-01-11,Sold,5,3.7,746.71,74.0,5.6
PROP-12128,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,6574461.0,10113.0,0,8,1985.0,2024-01-06,Active,7,3.8,650.1,41.0,6.7
PROP-12129,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,980789.45,895.0,4,3,1996.0,2025-10-16,Active,9,4.6,1095.85,30.0,8.0
PROP-12130,Residential plot of 8227 sqft in Brooklyn,New York,Brooklyn,Plot,9497646.2,8227.0,0,0,1994.0,2025-03-16,Pending,9,4.2,1154.45,32.0,7.7
PROP-12131,Residential plot of 5286 sqft in South Beach,Miami,South Beach,Plot,3489610.7,5286.0,0,0,1990.0,2025-07-20,Pending,6,4.0,660.16,36.0,6.2
PROP-12132,3 BHK Apartment for sale in Brickell,Miami,Brickell,Apartment,1415820.51,2458.0,3,1,1996.0,2025-02-10,Sold,9,4.2,576.01,30.0,7.7
PROP-12133,Residential plot of 5990 sqft in Manhattan,New York,Manhattan,Plot,10637404.28,5990.0,0,0,1991.0,2024-12-02,Pending,6,4.2,1775.86,35.0,6.4
PROP-12134,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,13665172.65,20764.0,0,6,1983.0,2025-02-02,Pending,10,4.5,658.12,43.0,8.1
PROP-12135,Commercial Space / Office in Downtown,Austin,Downtown,Commercial,7036506.73,14155.0,0,10,2017.0,2025-08-17,Active,10,4.0,497.1,9.0,7.8
PROP-12136,2 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,Apartment,631101.0,2252.0,2,1,2007.0,2025-06-02,Pending,2,4.4,280.24,19.0,4.9
PROP-12137,3 BHK Villa for sale in SOMA,San Francisco,SOMA,Villa,3361517.62,2374.0,3,2,1996.0,2024-12-05,Sold,9,4.9,1415.97,30.0,8.0
PROP-12138,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2800724.23,2239.0,4,3,1999.0,2025-06-30,Sold,3,3.5,1250.88,27.0,4.7
PROP-12139,Residential plot of 4167 sqft in Downtown,Austin,Downtown,Plot,1855573.06,4167.0,0,0,1988.0,2024-08-20,Pending,6,3.9,445.3,38.0,6.3
PROP-12140,1 BHK Apartment for sale in Little Havana,Miami,Little Havana,Apartment,1085773.05,2182.0,1,2,2016.0,2024-09-18,Sold,2,3.5,497.6,10.0,4.4
PROP-12141,3 BHK Villa for sale in West Lake Hills,Austin,West Lake Hills,Villa,2161307.87,2807.0,3,5,1999.0,2024-02-11,Sold,8,3.3,769.97,27.0,6.5
PROP-12142,Commercial Space / Office in East Austin,Austin,East Austin,Commercial,3736585.19,9761.0,0,6,1997.0,2025-08-12,Sold,3,4.8,382.81,29.0,5.4
PROP-12143,Residential plot of 8296 sqft in Marina,San Francisco,Marina,Plot,9940339.51,8296.0,0,0,1991.5,2025-01-10,Pending,9,4.9,1198.21,34.5,7.9
PROP-12144,5 BHK Villa for sale in Manhattan,New York,Manhattan,Villa,5655857.28,2970.0,5,2,2007.0,2025-05-22,Sold,8,3.4,1904.33,19.0,6.6
PROP-12145,3 BHK Villa for sale in Queens,New York,Queens,Villa,5198536.15,4888.0,5,2,1998.0,2024-04-11,Pending,8,3.9,1063.53,28.0,7.2
PROP-12146,Commercial Space / Office in River North,Chicago,River North,Commercial,2717612.75,7979.0,0,7,1960.0,2024-10-29,Sold,8,3.3,340.6,66.0,6.7
PROP-12147,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,9338118.29,14029.0,0,4,2019.0,2025-03-24,Sold,8,3.6,665.63,7.0,6.7
PROP-12148,Residential plot of 5468 sqft in Queens,New York,Queens,Plot,7321020.12,5468.0,0,0,1988.0,2024-05-09,Active,5,3.8,1338.88,38.0,5.6
PROP-12149,1 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2508276.68,1920.0,1,2,2010.0,2024-12-25,Active,7,4.8,1306.39,16.0,7.0
PROP-12150,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,24578508.01,15386.0,0,8,1985.0,2024-10-20,Pending,6,4.5,1597.46,41.0,6.4
PROP-12151,Residential plot of 3730 sqft in Hyde Park,Chicago,Hyde Park,Plot,1183842.0,3730.0,0,0,1993.0,2025-05-27,Active,8,4.1,317.38,33.0,7.0
PROP-12152,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,4115854.94,7120.0,0,3,1974.0,2025-03-30,Sold,10,4.4,578.07,52.0,8.2
PROP-12153,Residential plot of 1137 sqft in Loop,Chicago,Loop,Plot,381733.95,1137.0,0,0,1991.0,2024-06-09,Pending,1,4.1,335.74,35.0,4.4
PROP-12154,Residential plot of 3839 sqft in Brooklyn,New York,Brooklyn,Plot,5204915.83,3839.0,0,0,1994.0,2024-11-21,Sold,3,4.2,1355.8,32.0,5.0
PROP-12155,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,1401048.79,678.0,4,3,2016.0,2025-01-06,Sold,4,3.9,2066.44,10.0,5.4
PROP-12156,Residential plot of 2083 sqft in Pacific Heights,San Francisco,Pacific Heights,Plot,4537565.06,2083.0,0,0,1991.0,2025-05-19,Active,2,3.4,2178.38,35.0,4.3
PROP-12157,5 BHK Villa for sale in Loop,Chicago,Loop,Villa,2042253.07,5335.0,5,3,1989.0,2024-05-10,Pending,8,3.1,382.8,37.0,6.5
PROP-12158,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,23665472.75,21166.0,0,10,1994.0,2025-07-22,Sold,5,3.5,1118.09,32.0,5.8
PROP-12159,2 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2095332.63,2044.0,2,1,2013.0,2024-01-19,Sold,10,4.0,1025.11,13.0,8.1
PROP-12160,1 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,888998.06,568.0,1,3,2012.0,2024-12-13,Sold,6,3.7,1565.14,14.0,5.9
PROP-12162,4 BHK Villa for sale in South Austin,Austin,South Austin,Villa,1807106.29,4640.0,4,5,1990.0,2024-09-30,Sold,5,4.2,389.46,36.0,6.2
PROP-12163,5 BHK Villa for sale in Brickell,Miami,Brickell,Villa,1431753.27,2447.0,5,5,2003.0,2024-12-28,Active,7,4.2,585.11,23.0,6.9
PROP-12164,Residential plot of 9213 sqft in Coral Gables,Miami,Coral Gables,Plot,8465352.0,9213.0,0,0,1991.0,2025-02-09,Active,7,3.5,918.85,35.0,6.4
PROP-12165,3 BHK Villa for sale in Coral Gables,Miami,Coral Gables,Villa,3773132.26,3652.0,3,5,1989.0,2025-07-19,Pending,5,3.2,1033.17,37.0,5.1
PROP-12166,Residential plot of 2942 sqft in West Lake Hills,Austin,West Lake Hills,Plot,1988224.31,2942.0,0,0,1990.0,2024-01-14,Sold,4,4.2,675.81,36.0,5.6
PROP-12167,5 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1843906.82,5681.0,5,2,2017.0,2025-03-19,Pending,7,4.2,324.57,9.0,6.9
PROP-12168,3 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,1865521.75,3732.0,3,3,2010.0,2024-09-17,Active,10,4.7,499.87,16.0,8.4
PROP-12169,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2860567.35,2263.0,4,2,1930.0,2024-01-28,Sold,5,3.7,1264.06,96.0,5.6
PROP-12170,5 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,1181994.91,2582.0,5,3,2019.0,2024-08-10,Active,2,4.7,457.78,7.0,5.3
PROP-12171,Commercial Space / Office in Bronx,New York,Bronx,Commercial,16403422.0,16423.0,0,9,2001.0,2024-02-22,Active,2,4.3,998.81,25.0,4.8
PROP-12172,4 BHK Apartment for sale in Lincoln Park,Chicago,Lincoln Park,Apartment,945922.24,1815.0,4,2,2011.0,2025-09-27,Sold,4,3.4,521.17,15.0,5.1
PROP-12173,Residential plot of 6899 sqft in Brickell,Miami,Brickell,Plot,4617590.81,6899.0,0,0,1995.5,2025-05-19,Active,8,4.2,669.31,30.5,7.1
PROP-12174,3 BHK Apartment for sale in Queens,New York,Queens,Apartment,2840035.41,2416.0,3,3,1959.0,2024-02-05,Pending,4,4.1,1175.51,67.0,5.6
